332.850911,-9.597996,-10.017372
332.657387,-9.564887,-10.011523
332.077275,-9.465775,-9.993989
331.111925,-9.3012,-9.964813
329.763539,-9.07216,-9.92406
328.035309,-8.779986,-9.871828
325.931182,-8.426327,-9.808238
323.456062,-8.013164,-9.733438
320.615677,-7.542801,-9.647604
317.416646,-7.017769,-9.550935
313.866348,-6.44089,-9.443657
309.973089,-5.815077,-9.326022
305.745834,-5.143567,-9.198302
301.194446,-4.429586,-9.060798
296.329515,-3.676586,-8.91383
291.162331,-2.888038,-8.757741
285.704909,-2.067569,-8.592897
279.969934,-1.218824,-8.41968
273.970785,-0.345504,-8.238498
267.72141,0.548672,-8.049773
261.236316,1.459803,-7.853944
254.530647,2.384103,-7.651471
247.619942,3.317638,-7.442824
240.520369,4.256358,-7.228493
233.248396,5.196202,-7.008978
225.820988,6.132963,-6.784791
218.255374,7.062422,-6.556455
210.56921,7.980153,-6.324505
202.78035,8.881652,-6.089481
194.906944,9.762309,-5.851934
186.967208,10.617411,-5.612416
178.97972,11.442203,-5.371489
170.962989,12.231796,-5.129715
162.935624,12.981299,-4.887657
154.916333,13.685818,-4.645883
146.923725,14.340496,-4.404956
138.976347,14.940578,-4.165439
131.09268,15.481408,-3.927891
123.291048,15.958538,-3.692867
115.589582,16.367824,-3.460917
108.006186,16.705364,-3.232582
100.558444,16.967628,-3.008394
93.26372,17.15153,-2.788878
86.138993,17.25446,-2.574548
79.20082,17.274253,-2.365902
72.465346,17.209358,-2.163428
65.948297,17.058769,-1.967599
59.664884,16.821994,-1.778874
53.629737,16.499225,-1.597692
47.856936,16.091173,-1.424475
42.36001,15.599062,-1.25963
37.151807,15.024703,-1.103542
32.244516,14.370263,-0.956574
27.649615,13.638461,-0.819069
23.377917,12.832202,-0.691351
19.439382,11.954784,-0.573715
15.843274,11.009561,-0.466437
12.59806,10.000108,-0.369768
9.71131,8.929929,-0.283933
7.189822,7.802484,-0.209134
5.039494,6.621059,-0.145543
3.265348,5.388735,-0.093311
1.871564,4.108286,-0.052559
0.861347,2.782078,-0.023383
0.237021,1.412142,-0.005849
0,0,0
0.151667,-1.42384,-0.005849
0.692476,-2.828843,-0.023383
1.621108,-4.213404,-0.052559
2.935363,-5.575357,-0.093311
4.632188,-6.912146,-0.145543
6.707574,-8.220751,-0.209134
9.156694,-9.497796,-0.283933
11.97386,-10.739645,-0.369768
15.152492,-11.942435,-0.466437
18.685247,-13.102214,-0.573715
22.563885,-14.214903,-0.691351
26.779364,-15.276599,-0.819069
31.321938,-16.283411,-0.956574
36.180989,-17.231787,-1.103542
41.345225,-18.118322,-1.25963
46.802606,-18.940124,-1.424475
52.540418,-19.694609,-1.597692
58.54523,-20.379741,-1.778874
64.803031,-20.993967,-1.967599
71.299227,-21.536214,-2.163428
78.018608,-22.006057,-2.365902
84.945413,-22.403555,-2.574548
92.063435,-22.729287,-2.788878
99.356015,-22.984416,-3.008394
106.806048,-23.170527,-3.232582
114.396018,-23.289658,-3.460917
122.108159,-23.344272,-3.692867
129.924364,-23.337189,-3.927891
137.826286,-23.271455,-4.165439
145.795368,-23.150408,-4.404956
153.812881,-22.977584,-4.645883
161.860027,-22.756613,-4.887657
169.917937,-22.491226,-5.129715
177.967643,-22.185181,-5.371489
185.990276,-21.842243,-5.612416
193.967067,-21.466177,-5.851934
201.879183,-21.060614,-6.089481
209.70816,-20.629162,-6.324505
217.435604,-20.175332,-6.556455
225.043422,-19.702545,-6.784791
232.513722,-19.214158,-7.008978
239.829054,-18.713345,-7.228493
246.97223,-18.203286,-7.442824
253.926569,-17.687045,-7.651471
260.675688,-17.167691,-7.853944
267.203839,-16.648217,-8.049773
273.495678,-16.131492,-8.238498
279.536488,-15.620537,-8.41968
285.312126,-15.118225,-8.592897
290.809012,-14.627445,-8.757741
296.014266,-14.151074,-8.91383
300.915676,-13.69201,-9.060798
305.501765,-13.253038,-9.198302
309.761753,-12.836967,-9.326022
313.6856,-12.446424,-9.443657
317.264166,-12.084101,-9.550935
320.488981,-11.752406,-9.647604
323.352512,-11.453713,-9.733438
325.847999,-11.190149,-9.808238
327.969587,-10.963671,-9.871828
329.712261,-10.77596,-9.92406
331.07198,-10.628426,-9.964813
332.04548,-10.522204,-9.993989
332.630502,-10.458158,-10.011523
332.825667,-10.436748,-10.017372
